1664718943;0.00000;0.00000
1664719022;0.05885;4.44711
1664719473;0.01093;30.76207
1664719922;0.06118;55.42032
1664720372;0.04373;80.15974
1664720822;0.10538;103.73998
1664721272;0.02280;128.96192
1664721722;0.03652;153.47032
1664722172;0.10863;177.48489
1664722622;0.02978;202.05518
1664723072;0.14934;225.95810
1664723522;0.00279;248.94401
1664723972;0.03559;273.00817
1664724423;0.07863;296.45491
1664724872;0.04490;320.89866
